('asp-4', 'C35E7.11')
('cct-5', 'F26D2.16')
('Y43F8A.1', 'orai-1')
('fezf-1', 'pho-12')
('usp-33', 'F41C3.8')
('C05E4.15', 'F42F12.3')
('T11G6.5', 'rla-2')
('K11H12.5', 'EEED8.3')
('Y54E5A.2', 'ZC477.3')
('poml-3', 'nas-6')
('Y59A8B.21', 'F21D5.9')
('ZK1128.3', 'R07B1.5')
('T24C12.4', 'twk-45')
('hyl-2', 'tag-260')
('sel-2', 'cosa-1')
('eif-2D', 'str-31')
('T07F10.1', 'F23C8.13')
('F22F4.4', 'T24B1.1')
('C06A1.2', 'eri-9')
('mrp-2', 'C03H5.5')
('T23B12.6', 'his-5')
('C12D12.1', 'ech-4')
('Y71F9AL.11', 'prx-3')
('nid-1', 'Y48A6B.3')
('R05H5.5', 'C37E2.2')
('gst-11', 'F53A2.9')
('C25E10.5', 'col-121')
('F13E9.14', 'Y57G11C.1144')
('elpc-2', 'F47B8.4')
('C14B4.2', 'cln-3.3')
('lsl-1', 'F42A9.8')
('Y53F4B.27', 'clec-265')
('nhr-108', 'F55C7.2')
('EGAP2.2', 'col-128')
('F22F4.1', 'F02E9.3')
('Y76A2B.4', 'B0238.1')
('kin-29', 'ZK1236.1')
('C30G12.1', 'Y37E11B.7')
('lgc-55', 'Y36E3A.2')
('C52A10.2', 'sams-3')
('Y43F8B.1', 'lonp-2')
('C45B2.2', 'B0310.6')
('C53A5.6', 'cnt-1')
('acs-21', 'ugt-53')
('T10B5.7', 'nsun-5')
('svh-2', 'sbds-1')
('Y69E1A.5', 'pal-1')
('C26D10.4', 'fbxb-117')
('C48E7.6', 'ech-8')
('epi-1', 'prmt-5')
('ZK742.4', 'Y60A3A.21')
('srr-1', 'R07E5.17')
('F54D5.7', 'Y71H2B.1')
('C49A9.5', 'sas-1')
('glp-1', 'zipt-20')
('puf-7', 'gld-1')
('ttr-43', 'M04F3.4')
('Y48G1C.6', 'che-1')
('C03A3.2', 'col-144')
('fbxa-53', 'F54F11.1')
('elpc-1', 'hum-9')
('K07H8.5', 'swm-1')
('lig-4', 'clec-166')
('jmjd-3.3', 'T16G1.5')
('lron-8', 'pqe-1')
('ikb-1', 'htp-1')
('ZK899.6', 'mth-1')
('W09G3.7', 'C28G1.6')
('gei-1', 'F39F10.4')
('F22D3.4', 'R02F2.7')
('M02B1.3', 'toh-1')
('atn-1', 'F46C5.4')
('C38C6.3', 'ncam-1')
('tat-4', 'Y57A10A.7')
('mig-17', 'F27E5.8')
('T16G1.9', 'K06A1.2')
('vms-1', 'M117.6')
('gei-14', 'Y75B12B.1')
('T02E1.2', 'cutl-19')
('twk-46', 'DC2.5')
('rps-28', 'ani-3')
('oac-31', 'C07H4.1')
('hlh-8', 'ZK180.3')
('T17A3.12', 'letm-1')
('R05H5.7', 'Y71G12B.30')
('EEED8.4', 'him-14')
('F08D12.2', 'F52E1.14')
('acdh-3', 'bah-1')
('mrp-3', 'asd-2')
('T13C2.2', 'F43C11.10')
('gst-2', 'C46C2.7')
('endu-2', 'F36H5.10')
('Y38A10A.11', 'ndx-4')
('endu-1', 'rme-6')
('R07B1.9', 'D2030.12')
('C30B5.7', 'Y50D7A.1')
('C50F2.5', 'Y66D12A.7')
('cyld-1', 'mmcm-1')
('nhr-222', 'trpa-1')
('emo-1', 'Y75B12A.2')
('F22B7.9', 'cts-1')
('Y73B3A.18', 'C33C12.10')
('T26E3.5', 'zim-3')
('glb-32', 'M153.1')
('C27H5.2', 'lgc-50')
('mrpl-20', 'lgc-43')
('pes-1', 'W06A7.4')
('ttr-36', 'tba-7')
('pqn-29', 'sqst-5')
('ceh-27', 'fbxc-47')
('hsf-1', 'B0353.1')
('K02C4.3', 'C07E3.3')
('ras-2', 'T22F3.3')
('sul-3', 'T14B4.1')
('acs-7', 'Y44A6C.2')
('gana-1', 'asp-14')
('skr-7', 'C47C12.2')
('C25F6.6', 'twk-8')
('F53F8.3', 'C28G1.4')
('bra-1', 'F59E11.7')
('gst-6', 'F33E11.2')
('col-148', 'C13C4.6')
('ttr-18', 'coq-2')
('ZK856.7', 'str-171')
('F53H8.3', 'ZK1053.3')
('Y53H1C.3', 'F08G12.11')
('ops-1', 'clec-205')
('flh-2', 'ZK6.8')
('F17C11.12', 'F02A9.7')
('sqv-1', 'F15D4.6')
('dmsr-6', 'ogdh-1')
('unc-5', 'ccch-3')
('Y57G11C.46', 'ZK354.3')
('oac-55', 'ceh-92')
('cpi-1', 'F28H6.8')
('elo-6', 'W04B5.3')
('fbxb-115', 'ckr-1')
('Y57G11C.42', 'gld-4')
('B0348.10', 'hex-5')
('F40H6.2', 'F23F1.6')
('ZK1055.7', 'nep-1')
('nlp-10', 'C34C12.7')
('aakg-2', 'C14B9.3')
('ifo-1', 'Y113G7A.16')
('immt-2', 'F59D12.5')
('ser-2', 'srm-3')
('pqn-67', 'tbx-9')
('H35N09.1', 'rga-3')
('srt-42', 'daf-2')
('nhr-69', 'C25F9.11')
('set-13', 'C49F5.3')
('W01C8.1', 'irg-1')
('cpx-2', 'let-92')
('VY10G11R.1', 'nhr-202')
('rmd-3', 'spg-20')
('ZK1320.11', 'vps-29')
('F25B3.2', 'ddo-3')
('nex-2', 'nrf-5')
('C14F11.6', 'R102.10')
('Y39G8B.1', 'F57B9.3')
('F07C4.12', 'Y71A12B.3')
('skr-14', 'T12A2.3')
('C17H11.2', 'T27F7.4')
('B0361.2', 'nhr-104')
('ZK757.1', 'pals-19')
('ric-7', 'F29B9.11')
('F55G1.7', 'K03B4.1')
('acs-9', 'zipt-21')
('T24H7.3', 'jmjd-2')
('K01D12.8', 'prx-12')
('die-1', 'T22D1.11')
('ugt-32', 'fbxb-25')
('tre-3', 'ima-2')
('F55G1.1', 'C05E7.1')
('moe-3', 'D2045.5')
('C38H2.2', 'igdb-3')
('T02G6.11', 'sqv-6')
('dhs-15', 'mrps-10')
('tag-147', 'C34C6.4')
('gfi-2', 'col-101')
('lge-1', 'lmtr-2')
('nas-4', 'alh-5')
('Y38H6A.3', 'ifet-1')
('C18H2.1', 'F58G6.7')
('haf-9', 'F56C9.11')
('mboa-2', 'T02E9.6')
('F45H11.5', 'ttr-10')
('T20H4.2', 'Y53C10A.6')
('emb-8', 'cnep-1')
('mek-1', 'gst-12')
('T06G6.6', 'rict-1')
('F01G10.6', 'mans-4')
('bus-17', 'Y81G3A.1')
('Y71G12B.25', 'trpp-3')
('clec-148', 'lam-2')
('pho-6', 'C33F10.8')
('C25G4.17', 'kvs-2')
('F11F1.8', 'F11A6.15')
('F17B5.8', 'scl-27')
('ptr-17', 'K06B4.4')
('phat-1', 'ZK6.6')
('F10E9.3', 'zmp-2')
('C36C5.12', 'ZC239.21')
('K08E4.2', 'tdo-2')
('asic-2', 'vamp-8')
('T25B9.1', 'F56C9.3')
('Y55F3BR.10', 'sox-2')
('sra-37', 'nas-1')
('nmgp-1', 'Y50D7A.13')
('vha-13', 'C53D6.11')
('F49E12.10', 'pha-4')
('scav-6', 'vha-7')
('cat-2', 'F15B9.11')
('snrp-40.2', 'his-68')
('F01G10.9', 'C12D5.3')
('R09E10.13', 'twk-28')
('R02E12.4', 'gcc-1')
('W03F11.5', 'egl-26')
('daam-1', 'W04C9.2')
('nhr-192', 'mif-1')
('mls-1', 'hsp-6')
('Y53G8AL.3', 'Y39B6A.9')
('gcy-15', 'ugt-33')
('glb-22', 'T09F3.4')
('nhr-175', 'Y82E9BR.5')
('ZK180.8', 'F31D5.6')
('F49C12.3', 'E03H4.8')
('E04F6.9', 'mob-4')
('T08B1.4', 'ZC21.3')
('ttll-9', 'morc-1')
('tbc-11', 'lips-10')
('rgs-10', 'R10E9.3')
('nlp-11', 'fbxb-71')
('R10D12.1', 'F56F3.4')
('Y9C9A.13', 'Y57A10A.1')
('delm-1', 'Y45G12B.2')
('F55A12.10', 'C09B9.85')
('F08F3.4', 'fbxb-107')
('R05H11.2', 'pbs-2')
('mct-3', 'arf-1.1')
('F59B1.10', 'C03G6.17')
('nhr-260', 'fipr-26')
('bkip-1', 'Y46G5A.18')
('tbx-33', 'nac-1')
('aptf-4', 'mrps-28')
('nhr-142', 'F09F7.6')
('glc-2', 'grd-16')
('T03E6.8', 'W05B10.4')
('srh-99', 'F10E9.2')
('F45B8.3', 'Y6D1A.1')
('pitr-1', 'D2045.7')
('lgc-5', 'K08A2.2')
('ace-1', 'srpa-68')
('amt-1', 'K02A11.2')
('ZK354.6', 'crb-3')
('Y53G8AM.7', 'npl-4.1')
('unc-23', 'F40G9.18')
('F41E7.6', 'ech-1.2')
('F54D5.3', 'F52C6.2')
('F46C3.6', 'glt-1')
('gpa-4', 'bath-35')
('C37C3.2', 'rpia-1')
('alh-1', 'R04B3.1')
('srh-33', 'egrh-2')
('T22D1.8', 'cup-15')
('K08E4.8', 'Y62E10A.19')
('C25H3.15', 'sqv-2')
('F45D11.5', 'T14G8.2')
('ets-7', 'nhr-171')
('sel-7', 'unc-29')
('srh-41', 'F23F12.8')
('srh-67', 'lars-1')
('bus-4', 'T03F6.4')
('K03B8.8', 'mnp-1')
('mab-3', 'K03A11.1')
('del-10', 'syp-4')
('H28G03.3', 'lir-2')
('K05G3.1', 'M02E1.3')
('srh-185', 'pax-3')
('ZC239.5', 'ugt-49')
('col-181', 'aex-5')
('irg-2', 'ZK380.5')
('W02D9.8', 'elt-1')
('C04E7.1', 'tag-322')
('Y73C8C.4', 'ipla-6')
('npr-30', 'ZK673.2')
('srj-9', 'lon-1')
('F36A2.12', 'efl-2')
('F26A3.5', 'F52H2.15')
('srt-68', 'ttr-33')
('del-5', 'C25H3.17')
('cpt-4', 'Y71F9AL.2')
('F41F3.8', 'sdhb-1')
('ocam-1', 'Y7A5A.1')
('F46A8.11', 'Y45F3A.8')
('C40H1.7', 'M28.8')
('Y43E12A.3', 'hpr-9')
('mctp-1', 'cdr-7')
('Y48A6B.14', 'T03F1.12')
('Y37H2C.1', 'K09A9.8')
('jmjd-3.1', 'F55A11.4')
('C25G6.4', 'Y38H8A.7')
('F28C6.10', 'rap-2')
('nhr-14', 'idhb-1')
('prg-2', 'pph-4.2')
('R09A1.3', 'C17D12.5')
('K09F6.10', 'nhx-9')
('srz-95', 'ppt-1')
('C52E2.2', 'F23D12.4')
('srb-12', 'lon-3')
('Y102A5C.2', 'usp-46')
('col-61', 'Y46G5A.28')
('T20F5.8', 'Y65B4A.7')
('sri-33', 'B0361.9')
('C16D9.5', 'ref-1')
('F58G11.4', 'H05L14.3')
('C47B2.9', 'cuti-1')
('R13A1.5', 'F32H2.11')
('ZC15.5', 'set-24')
('asm-2', 'nhr-43')
('ZK673.5', 'ptr-21')
('B0205.4', 'cnc-2')
('ZK669.3', 'C30G4.4')
('str-187', 'gad-1')
('srd-67', 'Y6D1A.2')
('F02C9.2', 'tofu-7')
('ges-1', 'F45G2.9')
('K07C11.3', 'F41C3.11')
('tag-244', 'ZK1307.1')
('C48B4.13', 'C47E12.3')
('B0207.10', 'set-12')
('M05D6.9', 'C44H4.6')
('str-225', 'Y53G8AR.8')
('srz-97', 'K11H12.1')
('F13A2.10', 'alh-9')
('C04C3.4', 'Y53C12B.1')
('srh-180', 'uda-1')
('rskn-2', 'dhs-16')
('lgc-53', 'B0495.7')
('F14H12.7', 'lsy-12')
('C31H5.6', 'asp-10')
('srw-62', 'C08B6.11')
('str-9', 'W06D11.2')
('snpc-3.2', 'ufd-2')
('R07C12.1', 'phf-14')
('tba-4', 'mrp-4')
('C18D4.12', 'F27D4.8')
('eya-1', 'F55A3.2')
('fbxb-17', 'T28A8.8')
('col-145', 'fbxc-27')
('R03D7.15', 'atf-7')
('ugt-16', 'inx-11')
('sri-16', 'F52B11.5')
('nhr-211', 'B0393.6')
('K04H8.3', 'R03G5.6')
('srt-24', 'Y49F6C.8')
('sid-3', 'mig-14')
('B0524.6', 'dod-17')
('M28.10', 'nhr-109')
('C09F12.3', 'smp-2')
('F22E5.21', 'lip-1')
('R05A10.4', 'mltn-13')
('F47G9.6', 'F08F3.6')
('scvp-1', 'F54D5.12')
('Y70C5A.3', 'F36A2.2')
('C35A5.3', 'Y37A1A.2')
('clec-47', 'slc-17.9')
('F44E7.3', 'F27C1.6')
('F48A9.2', 'C56E6.2')
('Y111B2A.1', 'C14B9.2')
('mtl-2', 'C32D5.10')
('F32H5.3', 'H06A10.1')
('W10C8.6', 'C50F4.12')
('F58G6.3', 'T01C3.9')
('F34H10.1', 'rec-8')
('F42G8.8', 'C30B5.2')
('ZK1225.1', 'W04H10.5')
('F44G3.10', 'his-67')
('srv-25', 'ztf-28')
('sfxn-1.1', 'C08H9.3')
('grl-12', 'mei-1')
('C53A3.1', 'fbxa-4')
('C54D1.7', 'hsp-75')
('srh-10', 'vab-15')
('sfrp-1', 'cyp-33C5')
('ugt-57', 'F11A5.18')
('fut-5', 'odc-1')
('grd-13', 'C55A6.10')
('C05C10.3', 'tsen-54')
('F18F11.4', 'fbxa-90')
('mltn-7', 'C25H3.16')
('des-2', 'Y41E3.22')
('C08F1.12', 'deps-1')
('T16H12.9', 'Y43B11AL.1')
('W07G4.2', 'clk-2')
('arrd-5', 'F23C8.5')
('perm-4', 'sec-20')
('C08F11.1', 'F45H10.3')
('med-2', 'F49E11.2')
('cyp-34A5', 'D1037.1')
('clec-84', 'frh-1')
('fbxa-196', 'Y50D4A.6')
('cyp-33C7', 'F38A1.9')
('B0238.9', 'xpd-1')
('sru-13', 'F10B5.2')
('F40G12.11', 'hal-2')
('C09B9.1', 'F14E5.2')
('F53C11.1', '4R79.2')
('K04F1.9', 'ZK418.6')
('chhy-1', 'T01C3.11')
('C10G11.6', 'pqn-75')
('str-156', 'C54D10.13')
('irld-20', 'Y106G6H.6')
('try-10', 'Y38H6C.15')
('K06H6.2', 'F21G4.1')
('skn-1', 'fbxb-106')
('Y32G9A.5', 'C30F2.3')
('frpr-4', 'K09A9.6')
('C31H5.1', 'Y48B6A.13')
('str-25', 'F54D5.17')
('F49D11.11', 'ndx-8')
('clec-225', 'ngp-1')
('Y39A3CL.3', 'B0280.9')
('Y77E11A.16', 'Y73F8A.27')
('C39B10.4', 'his-34')
('grd-2', 'ivd-1')
('far-5', 'T28C6.11')
('nep-26', 'H24K24.2')
('C25E10.17', 'kpc-1')
('Y97E10AL.1', 'F21G4.6')
('poml-2', 'prmt-6')
('T25B6.3', 'F44E5.4')
('F59E11.5', 'mxl-2')
('Y73F8A.32', 'rnp-8')
('T06D4.1', 'let-765')
('abt-4', 'nhr-221')
('R03D7.5', 'ppfr-1')
('klf-1', 'fbxb-29')
('T05H4.7', 'rabx-5')
('ZK662.6', 'col-88')
('F10B5.3', 'W01A8.8')
('fipr-5', 'irld-55')
('C29G2.6', 'T19D7.6')
('srh-78', 'fitm-2')
('srg-6', 'M106.7')
('cyp-33C2', 'Y51A2A.16')
('K09C8.2', 'atl-1')
('srd-13', 'bus-18')
('clh-2', 'sdz-31')
('hop-1', 'hsp-4')
('irld-44', 'F21D5.1')
('T28A8.6', 'htp-3')
('papl-1', 'Y106G6D.2')
('srh-220', 'col-174')
('crf-1', 'nuc-1')
('Y116A8A.6', 'nxf-1')
('cyp-13A7', 'F35H10.3')
('tbx-38', 'ztf-20')
('irld-7', 'lin-23')
('AH9.1', 'Y116F11A.6')
('cln-3.1', 'acl-3')
('C02H6.3', 'dmsr-4')
('C42C1.3', 'iffb-1')
('C08H9.1', 'rbm-28')
('bcmo-2', 'Y47G6A.13')
('prx-13', 'T05C3.6')
('Y71H2AM.25', 'K02B12.5')
('srd-15', 'W03F8.4')
('F32D1.8', 'Y41D4B.14')
('dct-8', 'dhhc-3')
('K10D2.8', 'fbn-1')
('sri-17', 'ZK1025.3')
('cpr-5', 'F58D5.3')
('ZK1307.7', 'swah-1')
('srd-46', 'Y73B3A.20')
('sra-27', 'dcs-1')
('C17E7.12', 'ceh-58')
('doxa-1', 'F25E5.1')
('fipr-2', 'acd-5')
('C45H4.18', 'ttc-7')
('C04G6.2', 'cst-2')
('sri-53', 'clk-1')
('rhr-2', 'clec-86')
('srh-89', 'nos-2')
('ZK829.7', 'T27F6.10')
('cyp-29A4', 'F44E5.3')
('Y51H4A.935', 'zip-7')
('ilys-5', 'Y58A7A.4')
('Y45F10D.14', 'B0024.11')
('sdz-35', 'mrpl-18')
('best-7', 'unc-64')
('T24C2.2', 'cdd-2')
('T22C1.12', 'Y39G10AR.32')
('T02B5.3', 'dct-6')
('srz-1', 'ZK652.6')
('C45G9.6', 'tag-321')
('F14F9.2', 'rtcb-1')
('F59A3.7', 'B0432.7')
('ceh-14', 'Y50D4A.5')
('str-174', 'F41E6.11')
('F23A7.5', 'mdt-8')
('F47E1.2', 'C50E3.5')
('Y11D7A.8', 'Y105E8B.9')
('Y43F8B.14', 'mlst-8')
('ncx-7', 'F41H10.4')
('Y75B8A.11', 'dot-1.4')
('srt-53', 'C49C3.10')
('sre-43', 'rpl-4')
('Y18D10A.26', 'T25G3.3')
('srh-22', 'cas-2')
('F02D8.1', 'klo-2')
('lron-6', 'F09E5.14')
('R17.3', 'C35E7.6')
('ZK1251.3', 'F28C10.3')
('C09G9.3', 'prde-1')
('F53H4.3', 'mrps-25')
('T05B4.9', 'Y66D12A.13')
('ZK550.6', 'nstp-1')
('K09E4.4', 'rpc-1')
('ZK616.61', 'cyp-34A1')
('K05C4.8', 'let-526')
('Y57A10C.8', 'E04D5.4')
('B0393.7', 'lgc-23')
('catp-4', 'ZK1010.2')
('Y54G2A.40', 'K10C9.3')
('Y75B7AR.1', 'F48G7.4')
('ZC487.2', 'twk-32')
('Y49E10.18', 'T10B10.3')
('dpy-20', 'gly-6')
('Y71F9B.13', 'nos-3')
('Y54G2A.45', 'pqn-10')
('B0496.6', 'vit-1')
('R05D3.3', 'ubc-12')
('C52A10.1', 'C34D4.4')
('K10C2.2', 'nyn-1')
('F49C12.2', 'vps-33.2')
('W06D11.3', 'R12B2.2')
('F54C9.7', 'let-756')
('F42F12.14', 'Y73C8C.8')
('C15B12.8', 'mrps-33')
('T19D7.5', 'nhx-8')
('F36H12.17', 'F54B11.5')
('srh-132', 'ubc-6')
('F17C8.7', 'F59C12.3')
('C09B8.3', 'gpx-4')
('T12F5.2', 'nlp-16')
('srh-8', 'M01D7.9')
('T07D1.3', 'cku-70')
('cyp-33C3', 'rpt-1')
('C04A11.5', 'Y41C4A.8')
('acr-18', 'ipla-4')
('Y69A2AR.22', 'npr-15')
('chst-1', 'C53A5.13')
('ZK1321.4', 'Y57G11C.14')
('ZK550.3', 'herc-1')
('M04C9.1', 'Y52B11A.8')
('nhr-174', 'R02C2.1')
('F07G11.1', 'gst-35')
('fipr-9', 'dnj-12')
('ZC373.3', 'F23F1.5')
('irld-58', 'inx-20')
('gly-18', 'Y92H12A.5')
('F23B2.7', 'Y50E8A.12')
('srh-277', 'rrf-2')
('Y47G7B.2', 'W03G1.5')
('Y54G11A.14', 'C14B9.8')
('Y40H7A.4', 'puf-3')
('T21B4.3', 'pash-1')
('fbxc-21', 'dnpp-1')
('ser-4', 'ZK673.4')
('F21D9.4', 'F54D11.4')
('pqn-22', 'rskd-1')
('C06C3.10', 'parg-2')
('hus-1', 'hmg-3')
('inx-6', 'bath-26')
('wdr-4', 'F18F11.1')
('tbx-8', 'pks-1')
('B0348.5', 'pdpr-1')
('sms-1', 'Y22D7AL.6')
('tag-68', 'afd-1')
('pas-2', 'C38D9.8')
('D1025.10', 'aagr-4')
('gpa-10', 'mrck-1')
('C09E7.8', 'sod-4')
('C27A7.1', 'sma-10')
('ZK1010.4', 'Y106G6H.9')
('F42H11.1', 'ire-1')
('lev-1', 'dct-13')
('acc-1', 'brap-2')
('dhs-3', 'T11F9.10')
('lpr-2', 'F10G2.4')
('F19B2.5', 'C05C10.2')
('Y61A9LA.7', 'K09E2.3')
('nstp-3', 'F52C12.2')
('F44B9.2', 'W03D8.9')
('nhr-201', 'ZK418.13')
('unc-22', 'Y75B8A.33')
('R11G10.3', 'cpr-6')
('hlh-17', 'F45H10.5')
('C05C10.7', 'mec-18')
('spat-3', 'ZK686.5')
('clec-63', 'smd-1')
('R07E3.1', 'F52E1.9')
('Y17G7B.8', 'sra-24')
('C06H5.8', 'rbg-3')
('cpb-2', 'Y11D7A.9')
('C01G6.9', 'F52H3.6')
('W10G11.19', 'B0001.4')
('C29A12.6', 'F18E3.11')
('K11E4.2', 'mrrf-1')
('C01H6.8', 'gmps-1')
('nep-17', 'nhr-127')
('fkb-5', 'map-1')
('nubp-1', 'usip-1')
('twk-11', 'ugt-5')
('cpn-4', 'bath-30')
('rps-5', 'T28D6.6')
('C24G6.2', 'D2096.5')
('F56F4.8', 'W08A12.3')
('plst-1', 'Y46G5A.14')
('B0334.6', 'lin-8')
('cnnm-2', 'emc-1')
('sek-6', 'twk-47')
('ZC250.4', 'R10E8.1')
('B0286.1', 'fbxc-33')
('C50B8.1', 'chd-1')
('pas-6', 'F59E12.15')
('pst-2', 'T11G6.3')
('K07A1.1', 'nxf-2')
('Y75B8A.24', 'fasn-1')
('ttn-1', 'W06A11.4')
('nlp-33', 'phip-1')
('ZC334.7', 'Y11D7A.7')
('F30B5.4', 'K07H8.9')
('kreg-1', 'C45B11.5')
('sma-6', 'F45F2.9')
('sorf-2', 'W05B2.2')
('Y45F10B.13', 'tre-1')
('F46C8.8', 'Y15E3A.5')
('F33D4.6', 'B0511.12')
('spin-2', 'gpa-9')
('F56D5.3', 'C42C1.11')
('F54C9.3', 'Y48A6C.4')
('vet-2', 'F55G1.6')
('C49C3.4', 'K06H7.7')
('Y52B11A.20', 'efa-6')
('ZK287.3', 'W05F2.7')
('T19B10.2', 'obr-2')
('VZK822L.2', 'M79.2')
('henn-1', 'ubc-3')
('lrp-1', 'R05D8.11')
('ptr-18', 'txl-1')
('aldo-2', 'F21G4.5')
('F45D3.1', 'R12C12.5')
('F52H2.5', 'F53E4.1')
('col-97', 'copb-2')
('tpra-1', 'C17C3.3')
('fbxa-52', 'dhs-29')
('ZK154.4', 'clec-36')
('dpy-23', 'mct-6')
('D2089.3', 'K09H9.7')
('Y119C1B.5', 'T24H7.8')
('F53B3.3', 'vps-4')
('ani-2', 'F37C4.6')
('chpf-2', 'ubc-14')
('fbxa-59', 'nth-1')
('pat-9', 'F57B9.1')
('C34D10.1', 'Y71H2AM.15')
('snap-1', 'T06D8.9')
('ceh-49', 'zip-5')
('ham-2', 'F58A3.4')
('C01F1.3', 'tbc-13')
('F44D12.2', 'T05E12.6')
('gfrp-1', 'C23G10.2')
('F46H5.7', 'bath-2')
('C49C8.5', 'ZK512.4')
('T04B2.3', 'C05C10.5')
('glb-31', 'gsy-1')
('ztf-30', 'F37H8.7')
('K09B3.1', 'M6.11')
('B0212.3', 'nhl-3')
('T10G3.3', 'ceeh-1')
('C54C8.4', 'ero-1')
('F23H11.5', 'miz-1')
('Y39A1A.24', 'R13A1.10')
('H01M10.2', 'F09E8.1')
('Y57A10A.23', 'madd-3')
('ttr-1', 'K07D4.2')
('R10H10.3', 'K02E7.12')
('nhr-88', 'C25H3.11')
('C25E10.11', 'F17E5.2')
('cutl-5', 'F11C1.5')
('qns-1', 'Y66D12A.21')
('ost-1', 'stim-1')
('tns-1', 'F13D2.1')
('F52G3.5', 'epg-5')
('T26A8.3', 'pnk-4')
('F14H3.6', 'F27D4.6')
('F48A9.1', 'aman-1')
('T28B4.4', 'sma-3')
('igdb-2', 'rpb-4')
('F41H10.3', 'rhy-1')
('F47B7.1', 'top-3')
('Y66A7A.7', 'T09F3.5')
('ugt-37', 'W04A8.2')
('K02G10.15', 'C14H10.2')
('clec-56', 'CD4.3')
('C01G6.2', 'C27H5.6')
('M02H5.8', 'ttr-25')
('F35B3.4', 'puf-8')
('T21D12.7', 'F10F2.2')
('eipr-1', 'ddp-1')
('fbxb-22', 'nduf-2.2')
('K07A1.5', 'ugt-61')
('syx-18', 'F59C6.12')
('VB0395L.1', 'Y17D7B.4')
('C02G6.3', 'ZC262.2')
('lgc-31', 'bet-1')
('K10D3.6', 'T26A8.4')
('glc-3', 'C25H3.10')
('lbp-3', 'C38D4.9')
('rpi-2', 'C03D6.9')
('dmsr-2', 'magu-4')
('trx-3', 'Y45G5AM.2')
('tig-2', 'nduo-3')
('W04H10.2', 'bir-2')
('dhc-4', 'clec-12')
('anmt-1', 'F23B12.7')
('ccch-5', 'C16C4.17')
('fbxc-25', 'gst-16')
('dylt-1', 'dhs-8')
('C29F5.1', 'bath-41')
('T08A9.13', 'ZK856.11')
('F23A7.1', 'F54D10.5')
('Y52B11A.3', 'C33E10.8')
('C04G6.5', 'H35N09.2')
('ceh-22', 'ceh-51')
('ksr-1', 'R09A1.2')
('ZK1098.6', 'srx-2')
('klu-1', 'inst-1')
('hrg-3', 'M01F1.4')
('F45E1.1', 'R13H4.2')
('F20G2.3', 'pbo-5')
('mlt-8', 'nhr-80')
('pqn-37', 'his-66')
('mut-14', 'sdz-33')
('pho-1', 'ptr-6')
('F58A6.1', 'Y105C5A.1272')
('fbxa-95', 'Y43F8C.13')
('pid-1', 'B0284.3')
('srxa-2', 'F40G9.17')
('unc-16', 'C17H12.2')
('col-58', 'cdc-25.3')
('mrt-1', 'mrp-7')
('lpr-1', 'C24H12.18')
('C49H3.6', 'F52D2.7')
('T08B2.15', 'ZK596.3')
('C26C6.9', 'F19B10.13')
('Y73E7A.8', 'H41C03.1')
('F21E9.2', 'fbxa-218')
('F30A10.2', 'exoc-8')
('zipt-2.1', 'sly-1')
('C11H1.9', 'C02F5.13')
('M04F3.5', 'mrpl-2')
('pmk-2', 'F49H6.5')
('dhs-25', 'R09H10.3')
('K05C4.3', 'F35B12.3')
('sri-38', 'Y52E8A.2')
('Y57A10B.6', 'sid-1')
('H03E18.1', 'Y54E10A.11')
('ttr-51', 'nipa-1')
('F11E6.9', 'dgk-1')
('F53B1.8', 'pfd-5')
('abch-1', 'B0001.2')
('unc-49', 'M163.8')
('F49F1.7', 'Y45F3A.1')
('W03G9.9', 'rpl-43')
('F16B3.2', 'nmat-2')
('F17C11.4', 'unc-34')
('math-15', 'cutl-25')
('T28A8.3', 'taf-4')
('F56C11.3', 'skpo-1')
('C34F6.9', 'acly-2')
('hsp-43', 'gly-11')
('K11E4.1', 'ZK1053.4')
('F08F3.10', 'nola-3')
('lron-10', 'T12B3.3')
('snf-3', 'Y51A2D.21')
('cal-5', 'rfl-1')
('best-17', 'R08C7.4')
('sdz-8', 'vps-37')
('tag-234', 'Y7A5A.10')
('F56D5.6', 'F43G6.7')
('lron-14', 'F08F1.9')
('T28C12.4', 'sars-2')
('itx-1', 'Y105E8A.8')
('dcn-1', 'F22F4.5')
('F08G12.3', 'pinn-1')
('pept-2', 'ZC204.14')
('F47B8.5', 'spe-6')
('F39G3.2', 'ceh-41')
('Y25C1A.13', 'unc-3')
('F25H5.2', 'F57C2.5')
('Y51A2D.13', 'cpt-1')
('F14D12.1', 'ufbp-1')
('cpd-2', 'taf-2')
('sup-9', 'Y18D10A.11')
('hlh-30', 'M03A1.8')
('F57H12.6', 'srb-16')
('flp-26', 'Y45F10D.7')
('srz-16', 'F02D10.6')
('set-11', 'nmrk-1')
('grl-20', 'F17C11.13')
('srh-39', 'F58F9.3')
('hpo-26', 'gad-3')
('dlat-1', 'arrd-14')
('T15H9.2', 'F20D1.9')
('twk-3', 'Y73E7A.1')
('F19G12.9', 'srx-110')
('C54E4.12', 'C27D8.3')
('F56A8.8', 'Y17D7C.2')
('spp-7', 'chch-3')
('srg-9', 'Y57A10A.31')
('F16H6.7', 'T14F9.2')
('fbxa-79', 'B0491.7')
('rig-4', 'gln-5')
('C06A12.3', 'T07H6.1')
('sra-11', 'F55G1.9')
('grl-2', 'F10D7.5')
('lgc-10', 'mltn-9')
